id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,icao_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
41461,ID-0333,closed,"Kisaran Airport",2.97379,99.600998,96,AS,Indonesia,ID,"Sumatera Utara (North Sumatra)",ID-SU,SU,Kisaran,0,,,,,,,"WIML, WIML",50,2025-02-25T14:49:59+00:00
41418,WABN,small_airport,"Kokonao Airport",-4.71075,136.43515,59,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Kokonao,0,WAYK,,KOX,,,,"WABN, Kokonau",50,2025-09-26T20:57:22+00:00
310468,ID-0082,small_airport,"Komopa Airstrip",-3.7998,136.4775,5822,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Komopa,0,,,,KOM,,,WZ45,50,2022-10-04T20:37:44+00:00
430525,ID-0264,small_airport,"Kono Airstrip",-4.275717,139.735893,6437,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Kono,0,WRGO,,,,,,,50,2025-10-04T14:35:27+00:00
599498,ID-0371,small_airport,"Kweapbel Airstrip",-4.380903,138.684517,7247,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Korambirik,0,,,,,,,Trikora,50,2025-08-01T12:48:50+00:00
600724,ID-0383,small_airport,"Langsa Airstrip",4.530669,98.024762,10,AS,Indonesia,ID,(unassigned),ID-U-A,U-A,"Kota Langsa",0,,,,,,,,50,2025-09-26T12:11:25+00:00
41438,ID-0343,small_airport,"Kota Mobagu/Mopait Airport",0.686111,124.273611,584,AS,Indonesia,ID,"Sulawesi Utara (North Sulawesi)",ID-SA,SA,"Kota Mobagu",0,,,BJG,WAMB,,,"WAMB, Kotamubagu",50,2025-02-26T20:03:31+00:00
41378,ID-KOD,small_airport,"Kotabangun Airport",-0.266669988632,116.583335876,13,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Kotabangun-Borneo Island",0,,,KOD,,,,,50,2015-02-15T03:32:05+00:00
333624,WILP,small_airport,"Muhammad Taufiq Kiemas Airport",-5.211562,103.936501,118,AS,Indonesia,ID,Lampung,ID-LA,LA,Krui,0,WILP,WILP,TFY,,,,,50,2025-06-10T15:04:42+00:00
310474,ID-0084,small_airport,"Kuala Kurun Airport",-1.128903,113.873075,115,AS,Indonesia,ID,"Kalimantan Tengah (Central Kalimantan)",ID-KT,KT,"Kuala Kurun",0,WAGA,,GXM,,,,WT81,50,2025-08-03T18:48:46+00:00
41467,WIPF,small_airport,"Kuala Tungkal Airport",-0.8166670203208923,103.46666717529297,12,AS,Indonesia,ID,Jambi,ID-JA,JA,"Kuala Tungkal-Sumatra Island",0,WIPF,,,,,,,50,2008-08-22T18:35:19+00:00
356385,ID-0240,closed,"Pasirian Airfield",-8.27881,113.21208,21,AS,Indonesia,ID,"Jawa Timur (East Java)",ID-JI,JI,"Kunir, Lumajang",0,,,,,,,,50,2025-02-22T11:51:10+00:00
32631,WAMD,small_airport,"Jailolo/Kuripasai Airport",1.1169999837875366,127.48300170898438,50,AS,Indonesia,ID,"Maluku Utara (North Maluku)",ID-MU,MU,"Kuripasai-Celebes Island",0,WAMD,,,,,,,50,2008-08-22T18:33:39+00:00
310480,ID-0086,small_airport,"Kustera Airstrip",-2.746014,137.919206,350,AS,Indonesia,ID,Papua,ID-PA,PA,Kustera,0,WABL,,,KUS,,,WZ57,50,2025-10-03T22:35:38+00:00
599480,WRGS,small_airport,"Kwelamdua Airstrip",-4.690176,139.755245,5285,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Kwelamdua,0,WRGS,,,,,,,50,2025-07-31T16:27:50+00:00
310482,ID-0087,small_airport,"Kwerba Airstrip",-2.643549,138.40894,247,AS,Indonesia,ID,Papua,ID-PA,PA,Kwerba,0,WRPO,,,KWE,,,WZ59,50,2025-10-03T22:21:22+00:00
310484,ID-0088,small_airport,Kwijawagi,-4.0256,138.2046,9288,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Kwijawagi,0,WRGT,,,KWI,,,"WZ60, Kwiyawagi",50,2025-10-03T22:12:39+00:00
41444,WAPH,small_airport,"Oesman Sadik Airport",-0.633764,127.505394,49,AS,Indonesia,ID,"Maluku Utara (North Maluku)",ID-MU,MU,"Labuha-Halmahera Island",0,WAEL,WAEL,LAH,,,https://en.wikipedia.org/wiki/Oesman_Sadik_Airport,WAPH,50,2025-09-27T18:11:28+00:00
310492,ID-0090,small_airport,"Landikma Airstrip",-3.8212,139.2423,3345,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Landikma,0,WRGX,,,LAN,,,WZ64,50,2025-10-03T22:07:22+00:00
356382,ID-0237,small_airport,"Grati Airport",-7.67253,113.03682,187,AS,Indonesia,ID,"Jawa Timur (East Java)",ID-JI,JI,"Lekok, Pasuruan",0,,,,,,,,50,2025-02-22T11:53:02+00:00
41426,WAJL,small_airport,"Lereh Airport",-3.080046,139.952817,820,AS,Indonesia,ID,Papua,ID-PA,PA,"Lereh-Papua Island",0,WAJL,WAJL,LHI,,,,,50,2025-08-03T18:13:59+00:00
41382,WATW,small_airport,"Wonopito Airport",-8.361805,123.438554,25,AS,Indonesia,ID,"Nusa Tenggara Timur (East Nusa Tenggara)",ID-NT,NT,Lewoleba,0,WATW,WATW,LWE,,,https://en.wikipedia.org/wiki/Wonopito_Airport,"Lembata, Nubatukan",50,2025-03-13T17:08:11+00:00
310500,ID-0092,small_airport,"Lokok Airstrip",1.02159,110.050738,1855,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,Lokok,0,WIAS,,,,,,WZ70,50,2025-10-03T21:49:03+00:00
310502,ID-0093,small_airport,"Long Alango Airstrip",2.9304,115.8512,1292,AS,Indonesia,ID,"Kalimantan Utara (North Kalimantan)",ID-KU,KU,"Long Alango",0,WAQE,,,,,,WZ71,50,2025-07-31T20:19:44+00:00
595145,WAGL,small_airport,"Long Apari Airport",3.083333,116.433333,253,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Long Apar",0,WAGL,,,,,,,50,2025-03-14T19:04:05+00:00
595148,WAQU,small_airport,"Long Layu Airport",3.611585,115.69921,2882,AS,Indonesia,ID,"Kalimantan Utara (North Kalimantan)",ID-KU,KU,"Long Layu",0,WAQU,,,,,,,50,2025-03-14T19:51:24+00:00
41487,WRLN,small_airport,"Long Mawang Airport",1.7992,114.9043,1976,AS,Indonesia,ID,"Kalimantan Utara (North Kalimantan)",ID-KU,KU,"Long Mawang-Borneo Island",0,WALN,,,,,,"WRLN, Long Nawang",50,2016-01-14T15:28:23+00:00
599484,WAQW,small_airport,"Long Sule Airstrip",1.384398,115.707323,2031,AS,Indonesia,ID,"Kalimantan Utara (North Kalimantan)",ID-KU,KU,"Long Pipa",0,WAQW,,,,,,,50,2025-07-31T19:52:00+00:00
599485,WAQV,small_airport,"Long Pujungan Airstrip",2.590605,115.79857,756,AS,Indonesia,ID,"Kalimantan Utara (North Kalimantan)",ID-KU,KU,"Long Pujungan",0,WAQV,,,,,,,50,2025-07-31T20:09:42+00:00
310515,ID-0095,small_airport,"Long Segar Airstrip",0.7981,116.8157,120,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Long Segar",0,,,,,,,WZ87,50,2015-02-15T02:59:27+00:00
310521,ID-0097,small_airport,"Lumbis Airstrip",4.3038,116.2175,575,AS,Indonesia,ID,"Kalimantan Utara (North Kalimantan)",ID-KU,KU,Lumbis,0,,,,,,,WZ94,50,2016-01-12T23:51:25+00:00
41383,WADU,small_airport,"Lunyuk Airport",-8.989931,117.216018,44,AS,Indonesia,ID,"Nusa Tenggara Barat (West Nusa Tenggara)",ID-NB,NB,Lunyuk,0,WADU,WADU,LYK,,,http://id.wikipedia.org/wiki/Bandar_Udara_Lunyuk,"WRRU, Sumbawa",50,2025-07-31T18:45:53+00:00
310523,ID-0098,small_airport,"Madya Raya Airstrip",-0.865,111.6637,380,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Madya Raya",0,,,,,,,WZ96,50,2014-01-03T13:47:35+00:00
310525,ID-0099,small_airport,"Magoda Airstrip",-3.9906,135.8532,5260,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Magoda,0,,,,MGD,,,"WZ98, Magode",50,2025-03-19T08:46:52+00:00
26782,WAPK,small_airport,"Benjina Airport",-6.06613,134.273971,82,AS,Indonesia,ID,Maluku,ID-MA,MA,"Maikoor Island",0,WAPK,WAPK,BJK,,,https://en.wikipedia.org/wiki/Benjina_Airport,Nangasuri,50,2024-03-23T12:41:28+00:00
26805,WAWT,small_airport,"Pongtiku Airport",-3.04474,119.821999,2884,AS,Indonesia,ID,"Sulawesi Selatan (South Sulawesi)",ID-SN,SN,Makale,0,WAFT,,TTR,,,https://en.wikipedia.org/wiki/Pongtiku_Airport,"WAAT, Tana Toraja",50,2024-04-10T13:29:54+00:00
41410,ID-0326,closed,"Malili Airport",-2.62966,121.097102,19,AS,Indonesia,ID,"Sulawesi Selatan (South Sulawesi)",ID-SN,SN,Malili,0,,,,,,,"WAAI, WAWI",50,2025-02-25T14:49:58+00:00
41409,WAAG,small_airport,"Malimpung Airport",-3.7382,119.7502,124,AS,Indonesia,ID,"Sulawesi Selatan (South Sulawesi)",ID-SN,SN,Malimpung,0,WAWG,,,,,,WAAG,50,2022-09-19T16:29:13+00:00
600172,ID-0382,small_airport,"Wetar Island Airport",-7.692954,126.305672,41,AS,Indonesia,ID,Maluku,ID-MA,MA,"Maluku Barar Daya",0,,,,,,,,50,2025-08-31T01:30:15+00:00
430336,ID-0249,small_airport,"Mamit Airstrip",-3.589005,138.396857,4726,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Mamit,0,,,,,,,Manit,50,2022-10-04T02:15:31+00:00
41411,WAFJ,small_airport,"Tampa Padang Airport",-2.590017,119.025051,49,AS,Indonesia,ID,"Sulawesi Barat (West Sulawesi)",ID-SR,SR,Mamuju,0,WAFJ,WAFJ,MJU,,,https://en.wikipedia.org/wiki/Tampa_Padang_Airport,"WAAJ, WAWJ",50,2024-08-21T04:23:54+00:00
526312,WIMF,small_airport,"Jenderal Besar Abdul Haris Nasution Airport",0.943995,99.534093,1051,AS,Indonesia,ID,"Sumatera Selatan (South Sumatra)",ID-SS,SS,Mandailing,0,WIMF,WIMF,JHN,,,https://id.wikipedia.org/wiki/Bandar_Udara_Jenderal_Besar_Abdul_Haris_Nasution,,50,2025-08-16T21:52:30+00:00
26766,WALX,small_airport,"Mangkajang Airport",2.00751,117.749001,47,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Mangkajang-Borneo Island",0,WAQK,,,,,,,50,2024-04-08T13:09:23+00:00
41443,WAPE,small_airport,"Mangole Airport, Falabisahaya",-1.782255,125.482246,10,AS,Indonesia,ID,"Maluku Utara (North Maluku)",ID-MU,MU,"Mangole Island",0,WAEO,,MAL,,,,WAPE,50,2022-08-04T18:10:05+00:00
41384,ID-0322,closed,"Mangun Jaya Airport",-2.73333,103.567001,76,AS,Indonesia,ID,"Sumatera Selatan (South Sumatra)",ID-SS,SS,"Mangun Jaya",0,,,,,,,"MJY, MJY, ID-MJY",50,2025-02-25T14:49:58+00:00
535831,ID-0300,small_airport,"Manis Mata Airstrip",-2.46441,110.96529,,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Manis Mata",0,,,,,,,,50,2024-07-02T14:49:36+00:00
575835,ID-0303,small_airport,"Mbugulo Airstrip",-3.70788,136.74285,6683,AS,Indonesia,ID,Papua,ID-PA,PA,Mapa,0,,,,,,,,50,2025-02-04T12:11:04+00:00
523274,WAYH,small_airport,"Mapenduma Airstrip",-4.30893,138.246504,3313,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Mapenduma,0,WAYH,,,MAP,,,,50,2024-03-19T19:40:02+00:00
525280,WAQC,small_airport,"Maratua Airport",2.19759,118.599361,43,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,Maratua,0,WAQC,WAQC,RTU,,,https://en.wikipedia.org/wiki/Maratua_Airport,,50,2025-03-16T17:43:19+00:00
41455,WIAK,small_airport,"Sulaiman Airport",-6.98278,107.572998,2184,AS,Indonesia,ID,"Jawa Barat (West Java)",ID-JB,JB,Margahayu,0,WICK,,,,,,"WIAK, Margahajoe, Margahaju",50,2025-09-27T06:27:15+00:00
41386,ID-MSI,small_airport,"Masalembo Airport",-5.583330154418945,114.43299865722656,30,AS,Indonesia,ID,"Jawa Timur (East Java)",ID-JI,JI,"Masalembo Island",0,,,MSI,,,,,50,2008-08-22T16:02:30+00:00
41424,WAJD,small_airport,"Wakde Airport",-1.93529,139.020004,3,AS,Indonesia,ID,Papua,ID-PA,PA,"Masi Masi Island",0,WAJD,,,,,,,50,2025-06-22T15:33:17+00:00
32654,ID-0342,small_airport,"Helvetia Airport",3.68306,98.644203,49,AS,Indonesia,ID,"Sumatera Utara (North Sumatra)",ID-SU,SU,Medan,0,,,,,,,WIMH,50,2025-03-16T15:51:28+00:00
26776,WAOH,small_airport,"Mekar Putih Airport",-3.989646,116.101499,197,AS,Indonesia,ID,"Kalimantan Selatan (South Kalimantan)",ID-KS,KS,"Mekar Putih, Kotabaru",0,WAOH,,,,,https://id.wikipedia.org/wiki/Bandar_Udara_Mekar_Putih,,50,2025-03-04T07:45:44+00:00
32629,WALE,small_airport,"Melalan Airport",-0.203611,115.760002,330,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Melak-Borneo Island",0,WALE,WALE,GHS,,,https://en.wikipedia.org/wiki/West_Kutai_Melalan_Airport,"WRLE, West Kutai",50,2025-08-03T19:54:46+00:00
41477,WRKJ,small_airport,"Mena Airport",-9.183889389038086,124.58916473388672,320,AS,Indonesia,ID,"Nusa Tenggara Timur (East Nusa Tenggara)",ID-NT,NT,"Mena-Timor Island",0,WRKJ,,,,,,,50,2008-08-22T18:35:38+00:00
41363,ID-AKQ,small_airport,"Astra Ksetra Airport",-4.611588,105.231968,99,AS,Indonesia,ID,Lampung,ID-LA,LA,Menggala,0,WILM,,AKQ,,,https://en.wikipedia.org/wiki/Prince_M._Bunyamin_Air_Force_Base,"WIAG, Prince M. Bunyamin AFB, Gunung Batin",50,2025-03-21T04:38:58+00:00
41454,WIAG,small_airport,"Menggala Airport",-4.48943996429,105.217002869,98,AS,Indonesia,ID,Lampung,ID-LA,LA,"Menggala-Sumatra Island",0,WIPM,,,,,,"WIAG, Astrakestra",50,2014-01-25T14:17:02+00:00
595431,ID-0361,small_airport,"Menou Airstrip",-3.86487,135.51802,4741,OC,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Menou,0,,,,,,,"Meno, Minou",50,2025-03-19T08:46:02+00:00
41452,WASM,small_airport,"Merdey Airport",-1.591154,133.295867,385,AS,Indonesia,ID,"Papua Barat (West Papua)",ID-PB,PB,"Merdei-Papua Island",0,WAUM,,RDE,,,,WASM,50,2025-09-27T17:40:01+00:00
430307,ID-0247,small_airport,"Mewengde Airstrip",-4.820969,140.237545,,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Mewengde,0,,,,,,,,50,2022-10-01T23:47:24+00:00
525279,WAMS,small_airport,"Miangas Airport",5.560419,126.580095,9,AS,Indonesia,ID,"Sulawesi Utara (North Sulawesi)",ID-SA,SA,Miangas,0,WAMS,WAMS,IAX,,,https://en.wikipedia.org/wiki/Miangas_Airport,,50,2025-06-10T14:46:34+00:00
41489,WRLW,small_airport,"Muara Wahau Airport",1.193225,116.955886,205,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Miau Baru",0,WALW,WALW,,,,,WRLW,50,2025-03-14T16:50:10+00:00
430652,ID-0270,small_airport,"Milki Airstrip",-4.097372,140.711331,1004,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Milki,0,,,,,,,,50,2022-10-23T05:30:21+00:00
527780,ID-0292,small_airport,"Bela Airstrip",-4.250278,137.850278,,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Mimika,0,,,,,,,,50,2024-05-06T01:35:28+00:00
41432,WAKD,small_airport,"Mindiptana Airport",-5.876929,140.70946,121,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,"Mindiptana-Papua Island",0,WAKD,WAKD,MDP,,,https://id.wikipedia.org/wiki/Bandar_Udara_Mindiptana,,50,2025-09-26T20:08:55+00:00
3271,ID-0273,small_airport,"Marimoi Airport",1.101312,127.702467,114,AS,Indonesia,ID,"Maluku Utara (North Maluku)",ID-MU,MU,"Modjid-Celebes Island",0,WAEB,,,,,,"WA98, North Halmahera",50,2025-07-31T18:08:38+00:00
599545,ID-0381,small_airport,"Molof Airstrip",-3.41504,140.551965,653,AS,Indonesia,ID,Papua,ID-PA,PA,Molof,0,WAJM,,,,,,Senggi,50,2025-08-03T18:29:08+00:00
41421,WABW,small_airport,"Waren Airport",-1.6285300254822,134.12399291992,29,AS,Indonesia,ID,"Papua Barat (West Papua)",ID-PB,PB,"Momi-Papua Island",0,WABW,,,,,,,50,2016-01-17T21:52:47+00:00
525159,WAMP,small_airport,"Indonesia Morowali Industrial Park (IMIP) Airport",-2.799322,122.141385,24,AS,Indonesia,ID,"Sulawesi Tengah (Central Sulawesi)",ID-ST,ST,Morowali,0,WAMP,WAMP,MWS,,,,,50,2024-04-09T12:46:03+00:00
430527,ID-0266,small_airport,"Muhumu Airstrip",-4.21977,139.41273,6119,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Muhumu,0,,,,,,,,50,2022-10-17T12:02:56+00:00
41387,ID-0323,closed,"Muting Airport",-7.3147,140.5668,70,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,Muting,0,,,,,,,"WW21, MUF, ID-MUF",50,2025-02-25T14:49:58+00:00
41480,WRKN,small_airport,"Naikliu Airport",-9.49547004699707,123.79499816894531,60,AS,Indonesia,ID,"Nusa Tenggara Timur (East Nusa Tenggara)",ID-NT,NT,"Naikliu-Timor Island",0,WRKN,,,,,,,50,2008-08-22T18:35:41+00:00
41390,WAPG,small_airport,"Namrole Airport",-3.85522,126.700902,31,AS,Indonesia,ID,Maluku,ID-MA,MA,Namrole,0,WAPG,WAPG,NRE,,,https://en.wikipedia.org/wiki/Namrole_Airport,,50,2022-09-19T16:41:21+00:00
310682,ID-0102,small_airport,"Nanga Labang Airstrip",0.228,111.65084,83,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Nanga Labang",0,,,,,,,WW24,50,2014-01-23T03:25:07+00:00
310692,ID-0103,small_airport,"Nanga Mawong Airstrip",-0.4322,112.3271,286,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Nanga Mawong",0,,,,,,,WW26,50,2014-01-25T10:39:08+00:00
310695,ID-0104,small_airport,"Nanga Merakai Airstrip",0.7024,111.5225,112,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Nanga Merakai",0,,,,MER,,,WW52,50,2014-01-25T17:59:45+00:00
310697,ID-0105,small_airport,"Nanga Nyabu Airstrip",1.0152,112.714,146,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Nanga Nyabu",0,,,,,,,WW27,50,2014-01-25T18:15:41+00:00
310699,ID-0106,small_airport,"Nanga Ruan Airstrip",0.6283,113.1753,278,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Nanga Ruan",0,,,,,,,WW29,50,2014-01-25T18:26:46+00:00
310705,ID-0109,small_airport,"Nania Airstrip",-4.362913,139.30244,7060,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Nania,0,,,,NIN,,,WW34,50,2022-10-02T15:19:17+00:00
310701,ID-0107,small_airport,"Nenei Airstrip",-1.492,133.9956,2864,AS,Indonesia,ID,"Papua Barat (West Papua)",ID-PB,PB,Nenei,0,,,,NEN,,,WW31,50,2014-01-25T18:54:40+00:00
599500,ID-0372,small_airport,"Gingginem Airstrip",-4.41147,138.6815,5504,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Nggingginem,0,,,,,,,,50,2025-08-01T13:05:14+00:00
310703,ID-0108,closed,"Nain Baru Airstrip",1.403182,115.327,1783,AS,Indonesia,ID,"Kalimantan Utara (North Kalimantan)",ID-KU,KU,"Nian Baru",0,,,,,,,WT78,50,2025-07-31T19:34:09+00:00
310838,ID-0110,small_airport,"Nipsan Airstrip",-4.116755,139.647303,6000,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Nipsan,0,,,,NIP,,,WW35,50,2022-10-02T13:22:13+00:00
595380,ID-0360,small_airport,"Nisikni Airstrip",-4.24745,139.47418,7503,AS,Indonesia,ID,Papua,ID-PA,PA,Nisikni,0,,,,,,,,50,2025-03-18T01:52:48+00:00
550612,WALK,small_airport,"Nusantara Airport (under construction)",-1.158611,116.708054,23,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,Nusantara,0,WALK,WALK,,,,https://en.wikipedia.org/wiki/Nusantara_International_Airport,,50,2024-10-09T12:36:37+00:00
41391,ID-OBD,small_airport,"Obano Airport",-3.9106,136.2306,5800,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Obano,0,WAYO,,OBD,,,,WABR,50,2022-10-17T11:21:13+00:00
41435,WAKO,small_airport,"Okaba Airport",-8.0946,139.7233,23,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,Okaba,0,WAKO,WAKO,OKQ,,,,,50,2022-10-03T15:53:05+00:00
310889,ID-0115,small_airport,"Pagai Airstrip",-3.5362,139.7826,305,AS,Indonesia,ID,Papua,ID-PA,PA,Pagai,0,,,,PAG,,,WW49,50,2022-10-17T11:16:55+00:00
354228,ID-0230,small_airport,"Pagamba Airstrip",-3.64307,136.67854,5690,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Pagamba,0,,,,,,,"Intan Jaya",50,2022-10-01T23:04:35+00:00
599511,ID-0377,small_airport,"Paima Airstrip",-4.456555,139.159859,5519,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Paima,0,,,,,,,,50,2025-08-01T18:12:00+00:00
595093,WIOH,small_airport,"Liku Airport",1.737455,109.324002,25,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,Paloh,0,WIOH,WIOH,,,,,,50,2025-03-14T07:37:04+00:00
347112,ID-0186,small_airport,"Salakanagara Tanjun Lesung Airport",-6.49155,105.66967,20,AS,Indonesia,ID,Banten,ID-BT,BT,Pandeglang,0,WIHI,,,,,,,50,2025-03-14T02:31:25+00:00
310890,ID-0116,small_airport,"Panggema/Hasan Airport",-4.135396,139.377151,4860,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Panggema,0,,,,,,,WW51,50,2022-10-02T00:24:38+00:00
523204,WIBL,small_airport,"Sultan Syarif Haroen Setia Negara Airport",0.499262,101.923391,42,AS,Indonesia,ID,Riau,ID-RI,RI,"Pangkalan Kerinci",0,WIBL,,,,,,Pelalawan,50,2024-03-29T14:02:58+00:00
310892,ID-0117,small_airport,"Papasena Airstrip",-2.915,138.5876,224,AS,Indonesia,ID,Papua,ID-PA,PA,Papasena,0,WRHP,,,PAP,,,WW53,50,2025-09-26T23:11:53+00:00
41393,ID-PPJ,small_airport,"Unknown Airport",-0.63333,103.300003,33,AS,Indonesia,ID,Riau,ID-RI,RI,"Paritsialing-Sumatra Island",0,,,,,,,"Pasanggerahan, Kampungbenteng",50,2018-05-03T02:51:43+00:00
523273,WAYQ,small_airport,"Paro Airstrip",-4.388644,138.233939,1685,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Paro,0,WAYQ,,,PAR,,,,50,2024-03-19T18:51:41+00:00
26851,WIPD,small_airport,"Banding Agung Airport",-4.78702,103.932999,2100,AS,Indonesia,ID,"Sumatera Selatan (South Sumatra)",ID-SS,SS,"Pasar Bandingagung",0,WIPD,,,,,https://id.wikipedia.org/wiki/Bandar_Udara_Banding_Agung,,50,2024-05-20T22:14:27+00:00
310898,ID-0118,small_airport,"Pass Valley Airstrip",-3.85876,139.100268,6500,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,"Pass Valley",0,,,,PAV,,,WW56,50,2022-10-02T00:22:27+00:00
354033,ID-0215,small_airport,"Bobkamu Airstrip",-4.463818,140.262414,4685,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,"Pegunungan Bintang Regency",0,,,,,,,,50,2022-10-04T21:55:05+00:00
354034,ID-0216,small_airport,"Weime Airstrip",-4.354141,140.260381,4888,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,"Pegunungan Bintang Regency",0,,,,,,,,50,2022-10-02T17:21:21+00:00
354035,ID-0217,small_airport,"Tumdungbon Airstrip",-5.179406,140.520099,,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,"Pegunungan Bintang Regency",0,,,,,,,Tungdunbon,50,2022-10-02T13:45:55+00:00
41458,ID-0332,closed,"Pelabuhan Ratu Airport",-6.982321,106.540457,65,AS,Indonesia,ID,"Jawa Barat (West Java)",ID-JB,JB,"Pelabuhan Ratu",0,,,,,,,WIIR,50,2025-02-25T14:49:59+00:00
523211,WIBI,small_airport,"Pulai Airport",0.218532,103.163037,21,AS,Indonesia,ID,Riau,ID-RI,RI,Pelangiran,0,WIBI,,,,,,,50,2025-07-31T18:24:28+00:00
310295,ID-0042,small_airport,"Datah Dian Airstrip",2.006992,115.151588,1800,AS,Indonesia,ID,"Kalimantan Utara (North Kalimantan)",ID-KU,KU,"Pertamina Oil & Gas Corp.",0,WALO,,,DAT,,,,50,2025-07-31T20:27:21+00:00
310900,ID-0119,small_airport,"Piramid Airstrip",-3.901493,138.764276,5630,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Piramid,0,,,,PYR,,,"WW65, Pyramid Airstrip",50,2022-10-02T00:21:11+00:00
310903,ID-0120,small_airport,"Pit River Airstrip",-3.9819,138.5338,7090,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Pit,0,,,,,,,WW66,50,2022-10-02T15:04:43+00:00
310908,ID-0123,small_airport,"Poga Airstrip",-3.801567,138.587449,7352,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Poga,0,,,,PGA,,,WW67,50,2022-10-02T11:38:13+00:00
526313,WAFZ,small_airport,"Panua Pohuwato Airport",0.461782,121.814668,,AS,Indonesia,ID,Gorontalo,ID-GO,GO,Pohuwato,0,WAFZ,,,,,https://en.wikipedia.org/wiki/Panua_Pohuwato_Airport,"Imbodu, Randangan",50,2025-03-14T21:48:57+00:00
310905,ID-0122,small_airport,"Polimo Airstrip",-4.219223,139.034607,5550,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Polimo,0,,,,POL,,,WW69,50,2022-10-02T00:20:11+00:00
